,n_com,I,C,M,R,L
18,92.0,18.0,0.05644,0.04969,0.13814,0.00436
19,92.0,19.0,0.08892,0.02801,0.07376,0.00309
20,92.0,20.0,0.06743,0.01853,0.34027,0.01262
21,92.0,21.0,0.10461,0.02261,0.82386,0.05517
22,92.0,22.0,0.09509,0.00604,0.79435,0.01083
23,92.0,23.0,0.08713,0.03121,0.83404,0.03135
24,92.0,24.0,0.12776,0.02972,0.09704,0.01583
25,92.0,25.0,0.09493,0.05803,0.53526,0.01846
26,92.0,26.0,0.13151,0.0434,0.74566,0.26973
27,92.0,27.0,0.08475,0.03986,0.5397,0.00692
28,92.0,28.0,0.16539,0.03888,0.73741,0.00778
29,92.0,29.0,0.16567,0.06041,0.88013,0.04819
30,92.0,30.0,0.16212,0.04613,0.61034,0.0922
1,93.0,1.0,0.05391,0.00837,0.98992,0.00567
2,93.0,2.0,0.03272,0.03006,0.09945,0.13038
3,93.0,3.0,0.03647,0.02779,0.02905,0.00791
4,93.0,4.0,0.05872,0.00115,0.09128,0.07496
5,93.0,5.0,0.04052,0.01805,0.83739,0.00473
6,93.0,6.0,0.08018,0.03145,0.69632,0.29518
7,93.0,7.0,0.04314,0.00212,0.93971,0.01675
8,93.0,8.0,0.07638,0.00777,0.15414,0.07265
9,93.0,9.0,0.08352,0.01555,0.68437,0.22894
10,93.0,10.0,0.09308,0.026,0.97686,0.06056
11,93.0,11.0,0.04921,0.0278,0.71378,0.07736
12,93.0,12.0,0.04595,0.00854,0.69964,0.01347
13,93.0,13.0,0.10413,0.01295,0.54734,0.03281
14,93.0,14.0,0.07025,0.01352,0.86934,0.00653
15,93.0,15.0,0.14969,0.00809,0.34486,0.01516
16,93.0,16.0,0.05498,0.03385,0.03563,0.04037
17,93.0,17.0,0.10196,0.04244,0.64131,0.03065
18,93.0,18.0,0.1203,0.03144,0.49588,0.39615
19,93.0,19.0,0.13966,0.03444,0.21261,0.18308
20,93.0,20.0,0.09028,0.02105,0.47249,0.14112
21,93.0,21.0,0.1993,0.04923,0.05239,0.23169
22,93.0,22.0,0.10587,0.02807,0.94015,0.1356
23,93.0,23.0,0.15085,0.04327,0.69978,0.0845
24,93.0,24.0,0.1252,0.07771,0.08913,0.02363
25,93.0,25.0,0.13716,0.01046,0.80439,0.01366
26,93.0,26.0,0.16672,0.01799,0.24582,0.0607
27,93.0,27.0,0.13424,0.06128,0.38388,0.03614
28,93.0,28.0,0.1534,0.04777,0.56522,0.02619
29,93.0,29.0,0.13468,0.06277,0.1713,0.01894
30,93.0,30.0,0.15915,0.09829,0.74832,0.00216
1,94.0,1.0,0.04791,0.00875,0.18935,0.08517
2,94.0,2.0,0.06755,0.00992,0.49211,0.38968
3,94.0,3.0,0.04728,0.02414,0.39425,0.44191
4,94.0,4.0,0.0255,0.00647,0.63337,0.00742
5,94.0,5.0,0.04643,0.00322,0.33127,0.00342
6,94.0,6.0,0.03007,0.01936,0.41707,0.00412
7,94.0,7.0,0.09992,0.00654,0.90268,0.08956
8,94.0,8.0,0.10355,0.00281,0.92761,0.02321
9,94.0,9.0,0.09379,0.01024,0.76503,0.01783
10,94.0,10.0,0.04259,0.02893,0.95118,0.03239
11,94.0,11.0,0.03609,0.01407,0.15441,0.0104
12,94.0,12.0,0.02354,0.02024,0.93423,0.01401
13,94.0,13.0,0.07843,0.03552,0.4051,0.00568
14,94.0,14.0,0.07695,0.01101,0.83357,0.4739
15,94.0,15.0,0.10748,0.0298,0.27546,0.45817
16,94.0,16.0,0.12411,0.01801,0.241,0.39069
17,94.0,17.0,0.11616,0.02624,0.74467,0.0053
18,94.0,18.0,0.15879,0.04204,0.88153,0.01651
19,94.0,19.0,0.15073,0.02072,0.24828,0.00529
20,94.0,20.0,0.11497,0.05245,0.65885,0.45285
21,94.0,21.0,0.19,0.02639,0.52789,0.02395
22,94.0,22.0,0.08644,0.05939,0.30664,0.15603
23,94.0,23.0,0.10116,0.06873,0.07418,0.01098
24,94.0,24.0,0.09376,0.02971,0.36316,0.05425
25,94.0,25.0,0.14262,0.04293,0.14945,0.02771
26,94.0,26.0,0.20051,0.05918,0.34502,0.02344
27,94.0,27.0,0.14983,0.04726,0.20984,0.09342
28,94.0,28.0,0.13905,0.03708,0.64933,0.22594
29,94.0,29.0,0.17784,0.04377,0.57656,0.01251
30,94.0,30.0,0.16095,0.05261,0.16457,0.00689
1,95.0,1.0,0.03764,0.02307,0.4109,0.0445
2,95.0,2.0,0.04637,0.00807,0.8591,0.00414
3,95.0,3.0,0.06053,0.02244,0.83701,0.03425
4,95.0,4.0,0.15647,0.03294,0.06866,0.09803
5,95.0,5.0,0.03065,0.01459,0.3575,0.27938
6,95.0,6.0,0.06929,0.01903,0.3619,0.25187
7,95.0,7.0,0.02201,0.01801,0.05384,0.27064
8,95.0,8.0,0.06181,0.00314,0.2589,0.01378
9,95.0,9.0,0.04926,0.02714,0.9348,0.00671
10,95.0,10.0,0.04086,0.01597,0.66289,0.39255
11,95.0,11.0,0.08233,0.03352,0.54336,0.26626
12,95.0,12.0,0.15307,0.02447,0.17986,0.20311
13,95.0,13.0,0.11728,0.00613,0.21131,0.01031
14,95.0,14.0,0.0736,0.01781,0.94269,0.0037
15,95.0,15.0,0.06864,0.04572,0.59648,0.04328
16,95.0,16.0,0.05621,0.0119,0.03762,0.29794
17,95.0,17.0,0.09419,0.04824,0.93735,0.00212
18,95.0,18.0,0.14176,0.04529,0.9507,0.00788
19,95.0,19.0,0.10441,0.01558,0.18577,0.01688
20,95.0,20.0,0.08328,0.0307,0.7875,0.173
21,95.0,21.0,0.11821,0.03083,0.39957,0.00311
22,95.0,22.0,0.14584,0.01829,0.17981,0.01565
23,95.0,23.0,0.13628,0.045,0.29779,0.37179
24,95.0,24.0,0.14539,0.01547,0.0131,0.00564
25,95.0,25.0,0.13758,0.04099,0.94566,0.20147
26,95.0,26.0,0.18144,0.03867,0.8359,0.01889
27,95.0,27.0,0.14001,0.02518,0.25612,0.0032
28,95.0,28.0,0.09817,0.0279,0.40678,0.08708
29,95.0,29.0,0.14778,0.06232,0.50134,0.00411
30,95.0,30.0,0.13893,0.05552,0.91764,0.31223
1,96.0,1.0,0.03812,0.00406,0.51409,0.22408
2,96.0,2.0,0.00952,0.00567,0.52906,0.0212
3,96.0,3.0,0.03084,0.00742,0.53382,0.04418
4,96.0,4.0,0.03876,0.00979,0.03593,0.00406
5,96.0,5.0,0.13428,0.02128,0.61629,0.24392
6,96.0,6.0,0.0583,0.02274,0.09223,0.12179
7,96.0,7.0,0.10618,0.01038,0.53404,0.01179
8,96.0,8.0,0.04882,0.01104,0.59231,0.00671
9,96.0,9.0,0.05255,0.02878,0.67624,0.02239
10,96.0,10.0,0.08926,0.03342,0.34921,0.0196
11,96.0,11.0,0.02706,0.01322,0.87743,0.04588
12,96.0,12.0,0.09487,0.00761,0.20028,0.10648
13,96.0,13.0,0.06953,0.02248,0.53207,0.38009
14,96.0,14.0,0.06282,0.01614,0.67732,0.00278
15,96.0,15.0,0.08289,0.05413,0.71794,0.04742
16,96.0,16.0,0.05983,0.01027,0.71894,0.04092
17,96.0,17.0,0.08744,0.02784,0.31477,0.00681
18,96.0,18.0,0.15349,0.03707,0.46342,0.00318
19,96.0,19.0,0.08274,0.0342,0.54883,0.00608
20,96.0,20.0,0.06992,0.04179,0.73535,0.00778
21,96.0,21.0,0.17662,0.0385,0.76723,0.4345
22,96.0,22.0,0.1517,0.01278,0.20419,0.12954
23,96.0,23.0,0.13455,0.02248,0.10163,0.00757
24,96.0,24.0,0.08628,0.01807,0.13297,0.39565
25,96.0,25.0,0.1176,0.07765,0.6157,0.00218
26,96.0,26.0,0.11487,0.02116,0.85836,0.0083
27,96.0,27.0,0.11263,0.02151,0.88516,0.02403
28,96.0,28.0,0.13384,0.06897,0.51086,0.35845
29,96.0,29.0,0.14736,0.03167,0.83144,0.00793
30,96.0,30.0,0.14664,0.04531,0.11043,0.01656
1,97.0,1.0,0.02408,0.02112,0.64054,0.14149
2,97.0,2.0,0.01413,0.01289,0.49071,0.00467
3,97.0,3.0,0.04544,0.0256,0.40518,0.00237
4,97.0,4.0,0.04814,0.01537,0.16221,0.42433
5,97.0,5.0,0.04979,0.00864,0.50604,0.03088
6,97.0,6.0,0.07401,0.01204,0.35855,0.00304
7,97.0,7.0,0.00757,0.00158,0.29869,0.08767
8,97.0,8.0,0.07844,0.00331,0.74337,0.13017
9,97.0,9.0,0.02941,0.02469,0.40053,0.09126
10,97.0,10.0,0.04138,0.00037,0.11287,0.4155
11,97.0,11.0,0.12965,0.01972,0.47678,0.2659
12,97.0,12.0,0.11287,0.01995,0.19922,0.0511
13,97.0,13.0,0.06985,0.03279,0.12608,0.02896
14,97.0,14.0,0.06593,0.02198,0.83693,0.49298
15,97.0,15.0,0.02398,0.00256,0.9128,0.05393
16,97.0,16.0,0.08808,0.00258,0.78381,0.00318
17,97.0,17.0,0.09423,0.03131,0.58899,0.09483
18,97.0,18.0,0.07428,0.0342,0.61782,0.00984
19,97.0,19.0,0.06432,0.04461,0.82387,0.05249
20,97.0,20.0,0.07913,0.03421,0.44116,0.00706
21,97.0,21.0,0.07707,0.00817,0.12614,0.14465
22,97.0,22.0,0.12624,0.05062,0.81445,0.09681
23,97.0,23.0,0.12998,0.03898,0.20219,0.00258
24,97.0,24.0,0.07986,0.05314,0.73093,0.00409
25,97.0,25.0,0.16323,0.05192,0.34575,0.06728
26,97.0,26.0,0.12585,0.0325,0.14535,0.35909
27,97.0,27.0,0.16717,0.03858,0.12875,0.0073
28,97.0,28.0,0.18806,0.07248,0.8396,0.00918
29,97.0,29.0,0.10903,0.04962,0.64041,0.17601
30,97.0,30.0,0.15019,0.0391,0.22964,0.01089
1,98.0,1.0,0.03865,0.01373,0.88053,0.23078
2,98.0,2.0,0.04848,0.01129,0.5786,0.04117
3,98.0,3.0,0.06186,0.00278,0.08859,0.01109
4,98.0,4.0,0.0276,0.00587,0.26288,0.01533
5,98.0,5.0,0.0903,0.0125,0.89346,0.10475
6,98.0,6.0,0.03145,0.03072,0.09291,0.00611
7,98.0,7.0,0.05487,0.00816,0.02976,0.0179
8,98.0,8.0,0.13646,0.01853,0.688,0.07857
9,98.0,9.0,0.07818,0.03229,0.87244,0.11857
10,98.0,10.0,0.07507,0.01849,0.57674,0.35113
11,98.0,11.0,0.069,0.01072,0.27659,0.01071
12,98.0,12.0,0.08083,0.03667,0.3608,0.23382
13,98.0,13.0,0.09518,0.01789,0.23311,0.0171
14,98.0,14.0,0.1283,0.02225,0.42384,0.0128
15,98.0,15.0,0.13387,0.01074,0.86566,0.00222
16,98.0,16.0,0.06268,0.0068,0.31898,0.06838
17,98.0,17.0,0.10401,0.01077,0.69749,0.00218
18,98.0,18.0,0.14374,0.02104,0.52741,0.35145
19,98.0,19.0,0.11827,0.03499,0.68714,0.00243
20,98.0,20.0,0.08612,0.00779,0.34456,0.12514
21,98.0,21.0,0.13791,0.00234,0.54489,0.18171
22,98.0,22.0,0.12483,0.01766,0.40565,0.00429
23,98.0,23.0,0.10672,0.02174,0.29023,0.03456
24,98.0,24.0,0.11042,0.04017,0.06144,0.00234
25,98.0,25.0,0.18203,0.02556,0.5736,0.00396
26,98.0,26.0,0.22704,0.05284,0.32645,0.09915
27,98.0,27.0,0.17258,0.05106,0.35247,0.10689
28,98.0,28.0,0.12515,0.05161,0.4196,0.02831
29,98.0,29.0,0.16048,0.0385,0.44339,0.01886
30,98.0,30.0,0.16043,0.04444,0.92537,0.43836
1,99.0,1.0,0.04517,0.00162,0.07962,0.45142
2,99.0,2.0,0.10883,0.00467,0.95711,0.00556
3,99.0,3.0,0.01291,0.00172,0.53986,0.02068
4,99.0,4.0,0.02668,0.01069,0.27483,0.05252
5,99.0,5.0,0.05364,0.00907,0.8633,0.00535
6,99.0,6.0,0.04901,0.0303,0.14357,0.00216
7,99.0,7.0,0.03324,0.00839,0.4663,0.19544
8,99.0,8.0,0.05143,0.02489,0.30613,0.01553
9,99.0,9.0,0.08537,0.02185,0.40849,0.009
10,99.0,10.0,0.06217,0.01892,0.31076,0.00616
11,99.0,11.0,0.08202,0.03353,0.56838,0.00294
12,99.0,12.0,0.07639,0.00275,0.65827,0.0287
13,99.0,13.0,0.11547,0.00914,0.9894,0.0492
14,99.0,14.0,0.08672,0.01557,0.50283,0.01564
15,99.0,15.0,0.06995,0.02271,0.47428,0.02489
16,99.0,16.0,0.03847,0.03126,0.58082,0.01422
17,99.0,17.0,0.04974,0.01687,0.5633,0.01813
18,99.0,18.0,0.07844,0.03532,0.62799,0.012
19,99.0,19.0,0.10335,0.0341,0.43432,0.12525
20,99.0,20.0,0.15088,0.04037,0.54873,0.02851
21,99.0,21.0,0.0716,0.01478,0.86383,0.18969
22,99.0,22.0,0.14287,0.01712,0.53787,0.17528
23,99.0,23.0,0.1484,0.04135,0.45134,0.00481
24,99.0,24.0,0.17969,0.01423,0.81315,0.20562
25,99.0,25.0,0.1331,0.0262,0.15458,0.01496
26,99.0,26.0,0.12575,0.03117,0.8149,0.01189
27,99.0,27.0,0.11736,0.05278,0.50174,0.14692
28,99.0,28.0,0.16178,0.0536,0.38565,0.04553
29,99.0,29.0,0.14993,0.05032,0.45619,0.0699
30,99.0,30.0,0.13667,0.03534,0.18787,0.00424
1,100.0,1.0,0.02983,0.00537,0.81102,0.00315
2,100.0,2.0,0.02604,0.01255,0.16753,0.12569
3,100.0,3.0,0.08096,0.0067,0.47605,0.15184
4,100.0,4.0,0.07832,0.01595,0.87834,0.00485
5,100.0,5.0,0.07929,0.00868,0.12667,0.00492
6,100.0,6.0,0.06799,0.00297,0.44289,0.06151
7,100.0,7.0,0.08752,0.03138,0.4599,0.07677
8,100.0,8.0,0.09198,0.02291,0.38839,0.29978
9,100.0,9.0,0.06392,0.00216,0.313,0.0157
10,100.0,10.0,0.04623,0.01455,0.58805,0.0885
11,100.0,11.0,0.08762,0.04271,0.32679,0.44334
12,100.0,12.0,0.07242,0.03402,0.96156,0.06388
13,100.0,13.0,0.0497,0.01749,0.9457,0.29092
14,100.0,14.0,0.08249,0.02615,0.24416,0.07012
15,100.0,15.0,0.1025,0.00231,0.26797,0.02815
16,100.0,16.0,0.06315,0.01856,0.40056,0.06705
17,100.0,17.0,0.07484,0.04636,0.23328,0.12271
18,100.0,18.0,0.11734,0.02914,0.17238,0.00343
19,100.0,19.0,0.06476,0.04486,0.12835,0.4966
20,100.0,20.0,0.12479,0.01171,0.00193,0.48657
21,100.0,21.0,0.15043,0.04179,0.55133,0.14798
22,100.0,22.0,0.10504,0.01555,0.55961,0.33358
23,100.0,23.0,0.09164,0.03282,0.84367,0.10988
24,100.0,24.0,0.14406,0.04445,0.51459,0.33095
25,100.0,25.0,0.17896,0.0533,0.34363,0.01011
26,100.0,26.0,0.09464,0.06144,0.15624,0.00652
27,100.0,27.0,0.10883,0.02552,0.52589,0.0344
28,100.0,28.0,0.10474,0.05222,0.73858,0.04239
29,100.0,29.0,0.18944,0.0498,0.68537,0.00325
30,100.0,30.0,0.19116,0.05279,0.07945,0.0211
1,101.0,1.0,0.04485,0.04288,0.22642,0.00313
2,101.0,2.0,0.02192,0.019,0.78366,0.00358
3,101.0,3.0,0.00943,0.00303,0.57197,0.12915
4,101.0,4.0,0.02089,4e-05,0.81988,0.36895
5,101.0,5.0,0.05149,0.01017,0.0271,0.0467
6,101.0,6.0,0.09307,0.01103,0.02555,0.00218
7,101.0,7.0,0.0645,0.00519,0.35471,0.45405
8,101.0,8.0,0.02769,0.00555,0.99429,0.08449
9,101.0,9.0,0.09561,0.02311,0.2789,0.00981
10,101.0,10.0,0.11228,0.02606,0.60129,0.00229
11,101.0,11.0,0.07207,0.02221,0.45224,0.02566
12,101.0,12.0,0.11052,0.01859,0.90194,0.04219
13,101.0,13.0,0.04963,0.00541,0.05428,0.14355
14,101.0,14.0,0.08979,0.06658,0.04381,0.14656
15,101.0,15.0,0.08016,0.01213,0.28606,0.00784
16,101.0,16.0,0.12196,0.02658,0.4337,0.00238
17,101.0,17.0,0.0811,0.01057,0.11594,0.02633
18,101.0,18.0,0.11055,0.0095,0.71336,0.00741
19,101.0,19.0,0.11165,0.03118,0.98556,0.00384
20,101.0,20.0,0.06755,0.02484,0.97521,0.03344
21,101.0,21.0,0.12927,0.01067,0.63088,0.01155
22,101.0,22.0,0.10292,0.03954,0.67695,0.00294
23,101.0,23.0,0.15603,0.0186,0.73748,0.17631
24,101.0,24.0,0.13094,0.04103,0.80319,0.04385
25,101.0,25.0,0.13507,0.02754,0.34294,0.10905
26,101.0,26.0,0.16424,0.05895,0.88378,0.00785
27,101.0,27.0,0.13956,0.03977,0.05499,0.0214
28,101.0,28.0,0.14357,0.02886,0.46076,0.12108
29,101.0,29.0,0.20557,0.0645,0.8039,0.12555
30,101.0,30.0,0.14019,0.05106,0.18241,0.00575
1,102.0,1.0,0.00976,0.00051,0.20506,0.02166
2,102.0,2.0,0.02967,0.00951,0.56968,0.00679
3,102.0,3.0,0.07054,0.01618,0.51039,0.09976
4,102.0,4.0,0.03566,0.00421,0.85645,0.00513
5,102.0,5.0,0.10695,0.011,0.5935,0.00357
6,102.0,6.0,0.06382,0.00395,0.40966,0.09001
7,102.0,7.0,0.05098,0.03213,0.68928,0.00601
8,102.0,8.0,0.07056,0.02541,0.74177,0.00293
9,102.0,9.0,0.05902,0.0033,0.80283,0.47188
10,102.0,10.0,0.1319,0.00847,0.89376,0.04153
11,102.0,11.0,0.07733,0.00539,0.03808,0.01381
12,102.0,12.0,0.07845,0.01824,0.38014,0.05577
13,102.0,13.0,0.07304,0.00909,0.9018,0.01695
14,102.0,14.0,0.06666,0.03717,0.37271,0.01422
15,102.0,15.0,0.02983,0.01869,0.39015,0.00951
16,102.0,16.0,0.19409,0.01003,0.91497,0.35815
17,102.0,17.0,0.05906,0.00222,0.23695,0.00646
18,102.0,18.0,0.10402,0.02119,0.07451,0.02222
19,102.0,19.0,0.08474,0.04286,0.27004,0.02099
20,102.0,20.0,0.09258,0.03533,0.45599,0.00432
21,102.0,21.0,0.20658,0.00146,0.44557,0.01503
22,102.0,22.0,0.12747,0.04125,0.9761,0.03179
23,102.0,23.0,0.15192,0.04925,0.10329,0.0379
24,102.0,24.0,0.14102,0.06127,0.38479,0.00723
25,102.0,25.0,0.15437,0.02502,0.19796,0.0041
26,102.0,26.0,0.14341,0.04876,0.11431,0.313
27,102.0,27.0,0.16798,0.04474,0.27798,0.44005
28,102.0,28.0,0.16936,0.04541,0.9337,0.22598
29,102.0,29.0,0.17221,0.07749,0.33304,0.00668
30,102.0,30.0,0.16893,0.04084,0.70546,0.0027
1,103.0,1.0,0.04547,0.01095,0.94793,0.14455
2,103.0,2.0,0.08094,0.01326,0.4668,0.06682
3,103.0,3.0,0.03936,0.00374,0.72408,0.01543
4,103.0,4.0,0.05284,0.01007,0.1873,0.00968
5,103.0,5.0,0.09009,0.00385,0.15287,0.12321
6,103.0,6.0,0.06515,0.0271,0.58613,0.11946
7,103.0,7.0,0.03058,0.00096,0.19101,0.16082
8,103.0,8.0,0.0861,0.03874,0.03049,0.0731
9,103.0,9.0,0.0379,0.01992,0.6142,0.01438
10,103.0,10.0,0.0185,0.01504,0.04675,0.06744
11,103.0,11.0,0.10194,0.00796,0.82127,0.0046
12,103.0,12.0,0.08597,0.00426,0.79283,0.10334
13,103.0,13.0,0.0748,0.03591,0.37916,0.00216
14,103.0,14.0,0.06852,0.06345,0.7417,0.02359
15,103.0,15.0,0.05,0.01721,0.52941,0.37091
16,103.0,16.0,0.05248,0.02988,0.76451,0.01204
17,103.0,17.0,0.0842,0.01732,0.90259,0.07367
18,103.0,18.0,0.13373,0.02056,0.18116,0.03408
19,103.0,19.0,0.13508,0.03988,0.12689,0.02527
20,103.0,20.0,0.12552,0.03973,0.41384,0.09187
21,103.0,21.0,0.10712,0.04569,0.84873,0.07481
22,103.0,22.0,0.10166,0.02923,0.28894,0.02693
23,103.0,23.0,0.14311,0.03371,0.65077,0.03382
24,103.0,24.0,0.20013,0.04106,0.06167,0.00238
25,103.0,25.0,0.09745,0.04001,0.96951,0.07314
26,103.0,26.0,0.11021,0.0289,0.25734,0.00499
27,103.0,27.0,0.12352,0.0291,0.44753,0.17299
28,103.0,28.0,0.17274,0.07611,0.67387,0.11076
29,103.0,29.0,0.15436,0.05777,0.32294,0.25855
30,103.0,30.0,0.10535,0.0733,0.18499,0.13483
1,104.0,1.0,0.02063,0.00092,0.09555,0.00305
2,104.0,2.0,0.04544,0.00571,0.98539,0.00351
3,104.0,3.0,0.01979,0.00548,0.90485,0.00285
4,104.0,4.0,0.0718,0.0109,0.70424,0.01676
5,104.0,5.0,0.06871,0.00623,0.18426,0.06577
6,104.0,6.0,0.05435,0.01079,0.47202,0.01653
7,104.0,7.0,0.058,0.01872,0.89277,0.00229
8,104.0,8.0,0.12594,0.00515,0.05731,0.12007
9,104.0,9.0,0.07519,0.01071,0.11139,0.00279
10,104.0,10.0,0.08996,0.01067,0.88057,0.03356
11,104.0,11.0,0.09312,0.00465,0.93914,0.01756
12,104.0,12.0,0.10247,0.02634,0.7251,0.03367
13,104.0,13.0,0.1111,0.02492,0.46051,0.21312
14,104.0,14.0,0.07755,0.04079,0.05587,0.06104
15,104.0,15.0,0.12688,0.02446,0.07616,0.00314
16,104.0,16.0,0.12172,0.04543,0.99789,0.01292
17,104.0,17.0,0.11904,0.03481,0.38658,0.03307
18,104.0,18.0,0.08555,0.05114,0.17602,0.03198
19,104.0,19.0,0.11601,0.04302,0.38422,0.00238
20,104.0,20.0,0.16779,0.03503,0.52224,0.06375
21,104.0,21.0,0.12309,0.00573,0.60756,0.19001
22,104.0,22.0,0.0978,0.01905,0.22037,0.02201
23,104.0,23.0,0.13276,0.01794,0.05735,0.00595
24,104.0,24.0,0.10874,0.05301,0.43381,0.00613
25,104.0,25.0,0.12876,0.04374,0.16088,0.02311
26,104.0,26.0,0.12889,0.05888,0.10351,0.02845
27,104.0,27.0,0.15844,0.02778,0.0079,0.00636
28,104.0,28.0,0.15137,0.06739,0.61984,0.04591
29,104.0,29.0,0.22939,0.05347,0.53801,0.03278
30,104.0,30.0,0.14968,0.0515,0.72304,0.0529
1,105.0,1.0,0.03448,0.0278,0.1862,0.02901
2,105.0,2.0,0.05108,0.00129,0.4116,0.41417
3,105.0,3.0,0.0365,0.01718,0.32661,0.01774
4,105.0,4.0,0.03074,0.00713,0.08026,0.01953
5,105.0,5.0,0.02974,0.01712,0.39762,0.00832
6,105.0,6.0,0.05041,0.01358,0.35499,0.00743
7,105.0,7.0,0.07585,0.01512,0.51436,0.33609
8,105.0,8.0,0.02421,0.01974,0.98631,0.45995
9,105.0,9.0,0.10404,0.00931,0.71027,0.00222
10,105.0,10.0,0.0773,0.01932,0.81375,0.00313
11,105.0,11.0,0.08058,0.02162,0.63052,0.41173
12,105.0,12.0,0.08682,0.02215,0.26885,0.05218
13,105.0,13.0,0.09621,0.01523,0.46787,0.00331
14,105.0,14.0,0.1111,0.01633,0.65967,0.00519
15,105.0,15.0,0.06622,0.02975,0.27046,0.00991
16,105.0,16.0,0.15755,0.03931,0.91403,0.30165
17,105.0,17.0,0.11243,0.01369,0.81773,0.00631
18,105.0,18.0,0.11646,0.01068,0.83987,0.02286
19,105.0,19.0,0.14247,0.05264,0.32226,0.07723
20,105.0,20.0,0.11442,0.05173,0.58435,0.05342
21,105.0,21.0,0.11179,0.02545,0.61559,0.01872
22,105.0,22.0,0.10398,0.05535,0.87858,0.00595
23,105.0,23.0,0.09718,0.04171,0.57459,0.00374
24,105.0,24.0,0.19983,0.04072,0.86968,0.17598
25,105.0,25.0,0.12233,0.06107,0.17385,0.0438
26,105.0,26.0,0.21813,0.02793,0.59173,0.44837
27,105.0,27.0,0.12751,0.03752,0.72999,0.0042
28,105.0,28.0,0.13237,0.0416,0.2227,0.29778
29,105.0,29.0,0.16762,0.06904,0.69835,0.01638
30,105.0,30.0,0.13661,0.04143,0.19521,0.00723
1,106.0,1.0,0.0419,0.02678,0.31853,0.33541
2,106.0,2.0,0.04122,0.03024,0.22228,0.00335
3,106.0,3.0,0.05983,0.01729,0.70396,0.19456
4,106.0,4.0,0.07431,0.01093,0.4972,0.02904
5,106.0,5.0,0.05838,0.0068,0.54671,0.01129
6,106.0,6.0,0.06005,0.02842,0.7747,0.2369
7,106.0,7.0,0.01811,0.01242,0.01018,0.49831
8,106.0,8.0,0.05103,0.03456,0.97749,0.34851
9,106.0,9.0,0.04601,0.04542,0.33401,0.05334
10,106.0,10.0,0.09049,0.01678,0.26905,0.00432
11,106.0,11.0,0.0663,0.02136,0.89191,0.0237
12,106.0,12.0,0.09206,0.02367,0.73733,0.00813
13,106.0,13.0,0.05974,0.01926,0.89108,0.21695
14,106.0,14.0,0.08436,0.04496,0.7611,0.2606
15,106.0,15.0,0.08098,0.01009,0.85168,0.15886
16,106.0,16.0,0.06995,0.01481,0.85738,0.04713
17,106.0,17.0,0.09621,0.02554,0.22981,0.0583
18,106.0,18.0,0.0689,0.03095,0.82103,0.00449
19,106.0,19.0,0.05594,0.02771,0.65595,0.01259
20,106.0,20.0,0.14561,0.03963,0.27334,0.01087
21,106.0,21.0,0.11776,0.06726,0.63407,0.26806
22,106.0,22.0,0.13101,0.06385,0.45926,0.00708
23,106.0,23.0,0.20197,0.02186,0.66898,0.00575
24,106.0,24.0,0.18121,0.05405,0.61964,0.00213
25,106.0,25.0,0.13184,0.03894,0.43036,0.02752
26,106.0,26.0,0.11579,0.05153,0.73375,0.23091
27,106.0,27.0,0.16702,0.05229,0.87385,0.05075
28,106.0,28.0,0.16542,0.03654,0.31933,0.00367
29,106.0,29.0,0.14572,0.02892,0.84342,0.00505
30,106.0,30.0,0.17584,0.02837,0.08648,0.00457
1,107.0,1.0,0.05278,0.00414,0.47411,0.41901
2,107.0,2.0,0.01829,0.01818,0.04983,0.07996
3,107.0,3.0,0.0195,0.01364,0.99906,0.04586
4,107.0,4.0,0.03387,0.00699,0.58777,0.08425
5,107.0,5.0,0.01414,0.00612,0.69722,0.01876
6,107.0,6.0,0.05545,0.01836,0.3382,0.30131
7,107.0,7.0,0.03901,0.02098,0.16768,0.08732
8,107.0,8.0,0.1196,0.02831,0.98766,0.13515
9,107.0,9.0,0.10949,0.02623,0.52372,0.0538
10,107.0,10.0,0.07575,0.00433,0.97296,0.07372
11,107.0,11.0,0.0782,0.02108,0.86258,0.00444
12,107.0,12.0,0.08849,0.01164,0.11472,0.30207
13,107.0,13.0,0.04254,0.00945,0.31925,0.23883
14,107.0,14.0,0.12258,0.02858,0.98757,0.02031
15,107.0,15.0,0.15229,0.041,0.70435,0.01606
16,107.0,16.0,0.07443,0.03302,0.16716,0.019
17,107.0,17.0,0.08467,0.03998,0.8808,0.02808
18,107.0,18.0,0.1095,0.01309,0.32811,0.05528
19,107.0,19.0,0.12511,0.03825,0.55056,0.01267
20,107.0,20.0,0.15134,0.07035,0.21015,0.03158
21,107.0,21.0,0.14343,0.02897,0.29904,0.06982
22,107.0,22.0,0.15104,0.02788,0.69784,0.27967
23,107.0,23.0,0.09405,0.0659,0.42078,0.0127
24,107.0,24.0,0.17303,0.02284,0.29128,0.00708
25,107.0,25.0,0.15116,0.04032,0.25992,0.11817
26,107.0,26.0,0.12901,0.02438,0.05708,0.09254
27,107.0,27.0,0.13687,0.04891,0.34497,0.03834
28,107.0,28.0,0.08906,0.03437,0.8762,0.00385
29,107.0,29.0,0.12921,0.05306,0.15218,0.02719
30,107.0,30.0,0.17449,0.03888,0.00555,0.01818
1,108.0,1.0,0.04342,0.00881,0.81755,0.27022
2,108.0,2.0,0.0531,0.03498,0.39097,0.07487
3,108.0,3.0,0.03361,0.01616,0.5317,0.24278
