,n_com,I,C,M,R,L
4,544.0,4.0,0.1009,0.01716,0.95073,0.01341
5,544.0,5.0,0.03312,0.01903,0.64853,0.0912
6,544.0,6.0,0.11266,0.01914,0.0741,0.17394
7,544.0,7.0,0.12875,0.03321,0.05013,0.00807
8,544.0,8.0,0.1473,0.03118,0.70598,0.25164
9,544.0,9.0,0.11576,0.04545,0.9398,0.27443
10,544.0,10.0,0.2198,0.0739,0.17147,0.00213
1,545.0,1.0,0.03976,0.00265,0.56335,0.16406
2,545.0,2.0,0.03393,0.0064,0.20544,0.02399
3,545.0,3.0,0.09915,0.03635,0.33554,0.00944
4,545.0,4.0,0.08025,0.03038,0.51326,0.29639
5,545.0,5.0,0.02946,0.02516,0.73616,0.00622
6,545.0,6.0,0.10342,0.02269,0.99168,0.22324
7,545.0,7.0,0.07562,0.03536,0.32742,0.01091
8,545.0,8.0,0.10671,0.03643,0.35957,0.00553
9,545.0,9.0,0.15478,0.01318,0.12563,0.14157
10,545.0,10.0,0.17073,0.04136,0.12377,0.09555
1,546.0,1.0,0.0877,0.00043,0.88849,0.14282
2,546.0,2.0,0.03274,0.00717,0.33343,0.12419
3,546.0,3.0,0.05354,0.00436,0.63322,0.05341
4,546.0,4.0,0.03165,0.03069,0.89599,0.00241
5,546.0,5.0,0.11998,0.04359,0.34338,0.01583
6,546.0,6.0,0.12559,0.01852,0.61345,0.00288
7,546.0,7.0,0.14647,0.01018,0.04662,0.00816
8,546.0,8.0,0.22034,0.02546,0.66271,0.12692
9,546.0,9.0,0.19263,0.03124,0.02974,0.0162
10,546.0,10.0,0.16092,0.04122,0.5875,0.04326
1,547.0,1.0,0.02551,0.02055,0.42305,0.01609
2,547.0,2.0,0.0426,0.00532,0.54975,0.00866
3,547.0,3.0,0.08912,0.01254,0.34143,0.05529
4,547.0,4.0,0.137,0.01927,0.6936,0.0393
5,547.0,5.0,0.0884,0.03918,0.35133,0.04446
6,547.0,6.0,0.10745,0.04122,0.78131,0.21617
7,547.0,7.0,0.06681,0.02945,0.4141,0.02367
8,547.0,8.0,0.1267,0.06577,0.62602,0.23831
9,547.0,9.0,0.14127,0.04782,0.35233,0.14628
10,547.0,10.0,0.17542,0.04215,0.16975,0.11127
1,548.0,1.0,0.04079,0.01645,0.7478,0.12607
2,548.0,2.0,0.03538,0.03495,0.04811,0.00423
3,548.0,3.0,0.0986,0.00492,0.89975,0.09265
4,548.0,4.0,0.10402,0.02694,0.41721,0.14457
5,548.0,5.0,0.02709,0.02299,0.8108,0.00346
6,548.0,6.0,0.11834,0.03823,0.93034,0.08032
7,548.0,7.0,0.13002,0.04785,0.82978,0.02807
8,548.0,8.0,0.09314,0.04506,0.6213,0.00411
9,548.0,9.0,0.1937,0.03572,0.55983,0.01876
10,548.0,10.0,0.13959,0.04615,0.39693,0.1468
1,549.0,1.0,0.07988,0.03068,0.86981,0.01583
2,549.0,2.0,0.04857,0.01559,0.46729,0.0737
3,549.0,3.0,0.02197,0.02118,0.66435,0.01095
4,549.0,4.0,0.04406,0.01106,0.55697,0.03599
5,549.0,5.0,0.102,0.02136,0.11504,0.0413
6,549.0,6.0,0.09091,0.01893,0.44468,0.05003
7,549.0,7.0,0.12473,0.05893,0.58339,0.30543
8,549.0,8.0,0.1124,0.04541,0.66234,0.30952
9,549.0,9.0,0.17094,0.0343,0.70039,0.01064
10,549.0,10.0,0.10791,0.05608,0.97763,0.00236
1,550.0,1.0,0.0293,0.02801,0.43022,0.16781
2,550.0,2.0,0.04113,0.0209,0.13589,0.00522
3,550.0,3.0,0.06004,0.03961,0.65352,0.30455
4,550.0,4.0,0.03815,0.00168,0.76447,0.2137
5,550.0,5.0,0.0442,0.00967,0.4968,0.07595
6,550.0,6.0,0.0346,0.03294,0.33653,0.01444
7,550.0,7.0,0.05947,0.04741,0.73011,0.00301
8,550.0,8.0,0.15536,0.04153,0.77565,0.30829
9,550.0,9.0,0.15909,0.04291,0.17102,0.00275
10,550.0,10.0,0.22834,0.04738,0.26641,0.12474
1,551.0,1.0,0.03984,0.0171,0.53628,0.12086
2,551.0,2.0,0.04219,0.00443,0.71907,0.03175
3,551.0,3.0,0.08169,0.02932,0.01901,0.00381
4,551.0,4.0,0.08084,0.01512,0.14532,0.14234
5,551.0,5.0,0.05555,0.00716,0.03839,0.09519
6,551.0,6.0,0.07931,0.03066,0.56016,0.0163
7,551.0,7.0,0.12991,0.03823,0.11972,0.00467
8,551.0,8.0,0.17954,0.0316,0.0525,0.19474
9,551.0,9.0,0.15935,0.06267,0.84154,0.01685
10,551.0,10.0,0.17136,0.02493,0.91485,0.04236
1,552.0,1.0,0.03653,0.00931,0.68396,0.00675
2,552.0,2.0,0.01918,0.00199,0.75115,0.04475
3,552.0,3.0,0.07084,0.04004,0.54606,0.09131
4,552.0,4.0,0.02524,0.01064,0.35794,0.02108
5,552.0,5.0,0.10797,0.02713,0.90503,0.23258
6,552.0,6.0,0.0574,0.00982,0.50506,0.20827
7,552.0,7.0,0.13405,0.02049,0.83297,0.0024
8,552.0,8.0,0.1554,0.0261,0.5725,0.00544
9,552.0,9.0,0.13908,0.04489,0.75426,0.36204
10,552.0,10.0,0.14692,0.05235,0.33567,0.02147
1,553.0,1.0,0.06287,0.01117,0.06271,0.14691
2,553.0,2.0,0.08378,0.02536,0.07293,0.32016
3,553.0,3.0,0.04424,0.02829,0.28792,0.02475
4,553.0,4.0,0.11486,0.03397,0.2954,0.03089
5,553.0,5.0,0.0228,0.01554,0.92267,0.02274
6,553.0,6.0,0.08872,0.01075,0.10239,0.02903
7,553.0,7.0,0.15475,0.02849,0.06535,0.00224
8,553.0,8.0,0.13917,0.0303,0.83746,0.0041
9,553.0,9.0,0.18348,0.04482,0.41084,0.49138
10,553.0,10.0,0.14609,0.05253,0.70681,0.40969
1,554.0,1.0,0.04248,0.0047,0.80687,0.00459
2,554.0,2.0,0.03321,0.01022,0.25765,0.00254
3,554.0,3.0,0.06354,0.03359,0.37293,0.26334
4,554.0,4.0,0.07486,0.00375,0.24494,0.15328
5,554.0,5.0,0.0388,0.02371,0.37681,0.00862
6,554.0,6.0,0.05874,0.00855,0.6796,0.00315
7,554.0,7.0,0.07738,0.02605,0.28856,0.13408
8,554.0,8.0,0.11762,0.05086,0.84391,0.13986
9,554.0,9.0,0.19566,0.04197,0.0381,0.00342
10,554.0,10.0,0.15787,0.06519,0.0946,0.31277
1,555.0,1.0,0.05213,0.00485,0.15032,0.01313
2,555.0,2.0,0.11916,0.01897,0.13718,0.02603
3,555.0,3.0,0.06755,0.00981,0.31087,0.03695
4,555.0,4.0,0.10169,0.04128,0.84398,0.09348
5,555.0,5.0,0.11242,0.02387,0.26784,0.05426
6,555.0,6.0,0.07333,0.02875,0.89475,0.00363
7,555.0,7.0,0.06456,0.05171,0.82769,0.00617
8,555.0,8.0,0.13586,0.0606,0.12497,0.06054
9,555.0,9.0,0.13926,0.06639,0.94572,0.09395
10,555.0,10.0,0.10563,0.06301,0.74477,0.00369
1,556.0,1.0,0.02702,0.01149,0.85095,0.12013
2,556.0,2.0,0.03178,0.00615,0.30599,0.11663
3,556.0,3.0,0.1104,0.03788,0.34819,0.01032
4,556.0,4.0,0.06994,0.00921,0.78791,0.1158
5,556.0,5.0,0.04726,0.02893,0.9943,0.00254
6,556.0,6.0,0.05694,0.02581,0.20719,0.15283
7,556.0,7.0,0.1248,0.04225,0.75484,0.00344
8,556.0,8.0,0.10636,0.0402,0.92218,0.01249
9,556.0,9.0,0.12982,0.06192,0.11815,0.12669
10,556.0,10.0,0.21125,0.07497,0.01746,0.04057
1,557.0,1.0,0.06742,0.00799,0.20277,0.14104
2,557.0,2.0,0.02394,0.00542,0.05163,0.00505
3,557.0,3.0,0.02327,0.0217,0.03833,0.01409
4,557.0,4.0,0.06697,0.00673,0.65894,0.02429
5,557.0,5.0,0.06443,0.01267,0.12452,0.18476
6,557.0,6.0,0.13492,0.03622,0.71767,0.04864
7,557.0,7.0,0.09777,0.04982,0.14653,0.06965
8,557.0,8.0,0.14144,0.03025,0.23657,0.00633
9,557.0,9.0,0.10194,0.07613,0.85774,0.15829
10,557.0,10.0,0.12833,0.07614,0.30609,0.00488
1,558.0,1.0,0.02184,0.00216,0.56676,0.38738
2,558.0,2.0,0.03686,0.01252,0.5871,0.01231
3,558.0,3.0,0.02655,0.02624,0.43321,0.0517
4,558.0,4.0,0.05176,0.02248,0.82481,0.07298
5,558.0,5.0,0.13013,0.03031,0.2862,0.02004
6,558.0,6.0,0.07606,0.01686,0.68786,0.41519
7,558.0,7.0,0.11831,0.03604,0.08611,0.15444
8,558.0,8.0,0.1357,0.02264,0.30828,0.00992
9,558.0,9.0,0.09613,0.02903,0.7014,0.0112
10,558.0,10.0,0.14392,0.03382,0.32666,0.00416
1,559.0,1.0,0.05077,0.00721,0.52985,0.04019
2,559.0,2.0,0.04308,0.00398,0.57196,0.02586
3,559.0,3.0,0.04977,0.02436,0.59298,0.43236
4,559.0,4.0,0.08567,0.00781,0.32367,0.01131
5,559.0,5.0,0.06192,0.04565,0.85049,0.29657
6,559.0,6.0,0.06405,0.03098,0.54077,0.00284
7,559.0,7.0,0.09565,0.05354,0.92697,0.03642
8,559.0,8.0,0.12012,0.03076,0.77254,0.11622
9,559.0,9.0,0.13658,0.03266,0.29031,0.00545
10,559.0,10.0,0.07707,0.03934,0.03153,0.00357
1,560.0,1.0,0.01844,0.01145,0.6693,0.04357
2,560.0,2.0,0.04258,0.00277,0.22975,0.3865
3,560.0,3.0,0.06824,0.0172,0.18585,0.00845
4,560.0,4.0,0.06321,0.0105,0.41774,0.35515
5,560.0,5.0,0.12962,0.03214,0.94013,0.0913
6,560.0,6.0,0.13911,0.03114,0.53708,0.0105
7,560.0,7.0,0.19594,0.0149,0.872,0.25269
8,560.0,8.0,0.05277,0.04787,0.63167,0.15325
9,560.0,9.0,0.16008,0.04337,0.1592,0.00247
10,560.0,10.0,0.21381,0.06695,0.4709,0.1616
1,561.0,1.0,0.04089,0.03428,0.80566,0.03985
2,561.0,2.0,0.03716,0.00597,0.51457,0.00656
3,561.0,3.0,0.00361,0.00353,0.4991,0.05204
4,561.0,4.0,0.09229,0.01092,0.17996,0.03737
5,561.0,5.0,0.0652,0.012,0.29102,0.02293
6,561.0,6.0,0.10741,0.03674,0.09453,0.05508
7,561.0,7.0,0.08169,0.0331,0.41336,0.38047
8,561.0,8.0,0.15204,0.03404,0.70786,0.22696
9,561.0,9.0,0.14325,0.03911,0.99683,0.0023
10,561.0,10.0,0.21776,0.05583,0.62221,0.00357
1,562.0,1.0,0.06532,0.0208,0.93978,0.0239
2,562.0,2.0,0.03042,0.02979,0.66636,0.00396
3,562.0,3.0,0.07548,0.02841,0.81952,0.00962
4,562.0,4.0,0.06567,0.01778,0.08354,0.01093
5,562.0,5.0,0.1122,0.01907,0.25896,0.03327
6,562.0,6.0,0.07837,0.0219,0.87004,0.17876
7,562.0,7.0,0.06344,0.02165,0.22023,0.19257
8,562.0,8.0,0.16914,0.04161,0.98383,0.03519
9,562.0,9.0,0.12814,0.04016,0.05974,0.27019
10,562.0,10.0,0.14398,0.05579,0.02162,0.00806
1,563.0,1.0,0.07145,0.00062,0.21307,0.00318
2,563.0,2.0,0.01386,0.01176,0.51285,0.09645
3,563.0,3.0,0.03967,0.00273,0.84602,0.48666
4,563.0,4.0,0.07596,0.01739,0.62574,0.32398
5,563.0,5.0,0.07127,0.01692,0.23153,0.0689
6,563.0,6.0,0.12328,0.05235,0.03018,0.00442
7,563.0,7.0,0.10367,0.02126,0.01789,0.00236
8,563.0,8.0,0.13895,0.02525,0.51057,0.01522
9,563.0,9.0,0.21287,0.04095,0.89181,0.07687
10,563.0,10.0,0.1792,0.04457,0.35302,0.0066
1,564.0,1.0,0.03169,0.01044,0.1751,0.02517
2,564.0,2.0,0.0522,0.01741,0.59953,0.28819
3,564.0,3.0,0.07309,0.01524,0.22265,0.00244
4,564.0,4.0,0.1155,0.00582,0.52609,0.13183
5,564.0,5.0,0.09859,0.01297,0.30265,0.33141
6,564.0,6.0,0.03887,0.0365,0.62474,0.04964
7,564.0,7.0,0.13294,0.03089,0.18559,0.02668
8,564.0,8.0,0.11317,0.07566,0.90719,0.06434
9,564.0,9.0,0.13115,0.06264,0.75759,0.00515
10,564.0,10.0,0.2144,0.0704,0.79684,0.0131
1,565.0,1.0,0.07398,0.00464,0.42779,0.00993
2,565.0,2.0,0.01015,0.00252,0.54745,0.18485
3,565.0,3.0,0.06349,0.00844,0.57241,0.03248
4,565.0,4.0,0.09526,0.02999,0.04061,0.03451
5,565.0,5.0,0.08045,0.03515,0.75753,0.02272
6,565.0,6.0,0.06524,0.02883,0.20927,0.43472
7,565.0,7.0,0.16286,0.02163,0.99434,0.05517
8,565.0,8.0,0.1182,0.02758,0.5138,0.00566
9,565.0,9.0,0.11361,0.04738,0.9837,0.01191
10,565.0,10.0,0.19154,0.04919,0.08308,0.0148
1,566.0,1.0,0.01854,0.0106,0.10522,0.24104
2,566.0,2.0,0.04314,0.03165,0.64897,0.1818
3,566.0,3.0,0.07099,0.0224,0.08132,0.05209
4,566.0,4.0,0.11623,0.02741,0.25467,0.0194
5,566.0,5.0,0.12224,0.01514,0.95451,0.48846
6,566.0,6.0,0.07161,0.02928,0.54704,0.05179
7,566.0,7.0,0.07628,0.04215,0.13849,0.01337
8,566.0,8.0,0.11196,0.0238,0.37813,0.0077
9,566.0,9.0,0.1611,0.0475,0.73971,0.37474
10,566.0,10.0,0.14157,0.00982,0.86216,0.02471
1,567.0,1.0,0.07103,0.02744,0.04014,0.01035
2,567.0,2.0,0.0335,0.01341,0.95856,0.28574
3,567.0,3.0,0.02123,0.0074,0.08919,0.00673
4,567.0,4.0,0.08175,0.00552,0.6371,0.14542
5,567.0,5.0,0.09027,0.0594,0.04956,0.01654
6,567.0,6.0,0.08358,0.02609,0.11236,0.00644
7,567.0,7.0,0.10973,0.05558,0.74334,0.11247
8,567.0,8.0,0.17631,0.05007,0.39877,0.28802
9,567.0,9.0,0.16176,0.0444,0.2982,0.00366
10,567.0,10.0,0.12735,0.04682,0.39904,0.44382
1,568.0,1.0,0.00966,0.00124,0.64916,0.01672
2,568.0,2.0,0.04786,0.02716,0.25165,0.00478
3,568.0,3.0,0.04843,0.02753,0.06134,0.01496
4,568.0,4.0,0.07235,0.02676,0.50434,0.02688
5,568.0,5.0,0.06483,0.02243,0.68776,0.14263
6,568.0,6.0,0.04761,0.01971,0.4805,0.22647
7,568.0,7.0,0.11812,0.04766,0.50872,0.003
8,568.0,8.0,0.13321,0.06718,0.0449,0.02158
9,568.0,9.0,0.10227,0.06196,0.63525,0.02374
10,568.0,10.0,0.23137,0.05774,0.62365,0.00428
1,569.0,1.0,0.04288,0.007,0.96356,0.15739
2,569.0,2.0,0.06175,0.03284,0.41011,0.0051
3,569.0,3.0,0.05068,0.03692,0.49959,0.21138
4,569.0,4.0,0.09875,0.02409,0.41925,0.07126
5,569.0,5.0,0.09399,0.01958,0.3683,0.0206
6,569.0,6.0,0.10649,0.0475,0.59608,0.00589
7,569.0,7.0,0.10424,0.038,0.05476,0.00605
8,569.0,8.0,0.1701,0.04189,0.65638,0.00606
9,569.0,9.0,0.14349,0.05585,0.63533,0.26074
10,569.0,10.0,0.20203,0.11328,0.34319,0.20996
1,570.0,1.0,0.00742,0.00571,0.96079,0.07437
2,570.0,2.0,0.07675,0.00527,0.94296,0.00564
3,570.0,3.0,0.03352,0.01285,0.84594,0.09297
4,570.0,4.0,0.05019,0.01098,0.22818,0.03167
5,570.0,5.0,0.03355,0.03152,0.83014,0.02217
6,570.0,6.0,0.15504,0.02994,0.76652,0.00471
7,570.0,7.0,0.15597,0.01857,0.85535,0.14403
8,570.0,8.0,0.13644,0.0434,0.94559,0.01064
9,570.0,9.0,0.11436,0.07614,0.54419,0.02774
10,570.0,10.0,0.24248,0.04264,0.09993,0.41114
1,571.0,1.0,0.04519,0.00286,0.7649,0.02638
2,571.0,2.0,0.04522,0.00704,0.5495,0.04263
3,571.0,3.0,0.0726,0.01228,0.4374,0.04319
4,571.0,4.0,0.05344,0.0232,0.82696,0.01141
5,571.0,5.0,0.13529,0.02226,0.03231,0.0419
6,571.0,6.0,0.04655,0.01143,0.19715,0.05771
7,571.0,7.0,0.16224,0.04345,0.7947,0.03936
8,571.0,8.0,0.18881,0.05389,0.37743,0.00876
9,571.0,9.0,0.15077,0.05565,0.85081,0.04575
10,571.0,10.0,0.14289,0.05216,0.35862,0.41406
1,572.0,1.0,0.08698,0.00487,0.03749,0.05369
2,572.0,2.0,0.07251,0.02604,0.12163,0.02896
3,572.0,3.0,0.04236,0.00194,0.88019,0.0475
4,572.0,4.0,0.05637,0.00478,0.74827,0.03424
5,572.0,5.0,0.06632,0.05657,0.57692,0.00293
6,572.0,6.0,0.08859,0.01283,0.68531,0.01653
7,572.0,7.0,0.12703,0.036,0.44397,0.00925
8,572.0,8.0,0.11662,0.02547,0.85557,0.07091
9,572.0,9.0,0.17252,0.05471,0.03611,0.05106
10,572.0,10.0,0.14563,0.04769,0.15642,0.03933
1,573.0,1.0,0.02808,0.02613,0.71026,0.01897
2,573.0,2.0,0.02734,0.00687,0.61306,0.00267
3,573.0,3.0,0.07849,0.0415,0.3398,0.12348
4,573.0,4.0,0.06056,0.02058,0.31792,0.08057
5,573.0,5.0,0.08562,0.01258,0.7854,0.30555
6,573.0,6.0,0.06084,0.01507,0.89952,0.01014
7,573.0,7.0,0.13219,0.05163,0.36101,0.09006
8,573.0,8.0,0.13657,0.03638,0.22171,0.31815
9,573.0,9.0,0.10342,0.02754,0.7573,0.00439
10,573.0,10.0,0.13917,0.04384,0.48842,0.29985
1,574.0,1.0,0.00814,0.00462,0.37921,0.02766
2,574.0,2.0,0.05047,0.01379,0.78094,0.00219
3,574.0,3.0,0.08467,0.00306,0.88953,0.09057
4,574.0,4.0,0.0289,0.02298,0.65192,0.02949
5,574.0,5.0,0.07627,0.02934,0.64265,0.0478
6,574.0,6.0,0.12535,0.04788,0.31825,0.05225
7,574.0,7.0,0.12569,0.02795,0.20523,0.06886
8,574.0,8.0,0.14691,0.04145,0.7736,0.00355
9,574.0,9.0,0.16034,0.03163,0.84567,0.05923
10,574.0,10.0,0.13972,0.08207,0.7217,0.03727
1,575.0,1.0,0.05026,0.01521,0.72386,0.00833
2,575.0,2.0,0.03844,0.01044,0.55833,0.21954
3,575.0,3.0,0.05122,0.01619,0.17454,0.00229
4,575.0,4.0,0.08738,0.00899,0.15038,0.01574
5,575.0,5.0,0.07837,0.02216,0.87658,0.14275
6,575.0,6.0,0.12596,0.01293,0.34114,0.06764
7,575.0,7.0,0.04953,0.02193,0.04868,0.06725
8,575.0,8.0,0.09849,0.04695,0.78163,0.21606
9,575.0,9.0,0.18085,0.04197,0.6181,0.01573
10,575.0,10.0,0.1549,0.03413,0.17964,0.01822
1,576.0,1.0,0.08623,0.02529,0.73886,0.01921
2,576.0,2.0,0.0555,0.0267,0.1094,0.08506
3,576.0,3.0,0.04448,0.02069,0.82675,0.19025
4,576.0,4.0,0.08905,0.01849,0.4953,0.00272
5,576.0,5.0,0.09857,0.02985,0.7527,0.00341
6,576.0,6.0,0.10636,0.02392,0.59644,0.13126
7,576.0,7.0,0.10146,0.0338,0.9266,0.14726
8,576.0,8.0,0.14268,0.05551,0.7179,0.19262
9,576.0,9.0,0.14783,0.03029,0.5223,0.02228
10,576.0,10.0,0.14641,0.01355,0.51079,0.49065
1,577.0,1.0,0.03685,0.01025,0.15499,0.1315
2,577.0,2.0,0.01797,0.00323,0.98015,0.09794
3,577.0,3.0,0.10381,0.00271,0.52185,0.00604
4,577.0,4.0,0.07507,0.03297,0.39805,0.01163
5,577.0,5.0,0.11378,0.015,0.40858,0.04424
6,577.0,6.0,0.0706,0.02205,0.2986,0.18423
7,577.0,7.0,0.17566,0.03587,0.25471,0.29312
8,577.0,8.0,0.1762,0.06396,0.20557,0.01028
9,577.0,9.0,0.13004,0.0499,0.89027,0.00914
10,577.0,10.0,0.13238,0.04951,0.09106,0.48974
1,578.0,1.0,0.05666,0.00725,0.81397,0.00805
2,578.0,2.0,0.02429,0.00545,0.2035,0.00235
3,578.0,3.0,0.05744,0.02678,0.5248,0.04742
4,578.0,4.0,0.08914,0.03446,0.56154,0.34933
5,578.0,5.0,0.07702,0.02245,0.78947,0.01583
6,578.0,6.0,0.08341,0.05169,0.16573,0.00873
7,578.0,7.0,0.09339,0.04319,0.72513,0.00425
8,578.0,8.0,0.13064,0.05325,0.57778,0.01126
9,578.0,9.0,0.14286,0.04103,0.96961,0.0035
10,578.0,10.0,0.16772,0.06581,0.50341,0.01946
1,579.0,1.0,0.04803,0.01603,0.21433,0.31186
2,579.0,2.0,0.05607,0.00464,0.1115,0.00666
3,579.0,3.0,0.07391,0.04283,0.12806,0.28831
4,579.0,4.0,0.07049,0.03014,0.18623,0.01094
5,579.0,5.0,0.12443,0.02556,0.88144,0.00276
6,579.0,6.0,0.19007,0.06951,0.47762,0.12955
7,579.0,7.0,0.06791,0.05576,0.40954,0.00708
8,579.0,8.0,0.16286,0.04947,0.83366,0.21085
9,579.0,9.0,0.10081,0.05616,0.0247,0.17353
10,579.0,10.0,0.14234,0.06758,0.71282,0.00539
1,580.0,1.0,0.01655,0.01008,0.60725,0.01608
2,580.0,2.0,0.10589,0.01168,0.27785,0.03016
3,580.0,3.0,0.10321,0.00087,0.61477,0.00637
4,580.0,4.0,0.04523,0.02948,0.69738,0.00913
5,580.0,5.0,0.14025,0.03539,0.97245,0.06949
6,580.0,6.0,0.09223,0.02093,0.44725,0.09135
7,580.0,7.0,0.15463,0.02977,0.04821,0.02988
8,580.0,8.0,0.17195,0.03829,0.25479,0.00932
9,580.0,9.0,0.2244,0.06067,0.62459,0.00207
10,580.0,10.0,0.19973,0.06179,0.45487,0.01201
1,581.0,1.0,0.01973,0.01008,0.91364,0.1928
2,581.0,2.0,0.06939,0.00604,0.52448,0.00507
3,581.0,3.0,0.10499,0.01572,0.26075,0.002
4,581.0,4.0,0.04179,0.00499,0.20542,0.11818
5,581.0,5.0,0.1197,0.02646,0.32899,0.04197
6,581.0,6.0,0.09345,0.02928,0.31427,0.15622
7,581.0,7.0,0.10055,0.02247,0.05378,0.02193
8,581.0,8.0,0.14557,0.01585,0.87495,0.09159
9,581.0,9.0,0.12033,0.06598,0.56515,0.17779
10,581.0,10.0,0.17073,0.06167,0.69041,0.00238
1,582.0,1.0,0.07208,0.0092,0.94637,0.00786
2,582.0,2.0,0.04401,0.02005,0.2788,0.00257
3,582.0,3.0,0.04687,0.04252,0.6124,0.00529
4,582.0,4.0,0.06134,0.01055,0.20717,0.04109
5,582.0,5.0,0.05687,0.01022,0.5858,0.00435
6,582.0,6.0,0.1169,0.02727,0.35649,0.15305
7,582.0,7.0,0.08852,0.04222,0.39007,0.00227
8,582.0,8.0,0.20333,0.06573,0.53064,0.07831
9,582.0,9.0,0.1773,0.03515,0.80032,0.15092
10,582.0,10.0,0.07507,0.04227,0.84409,0.06815
1,583.0,1.0,0.04826,0.00668,0.42828,0.03205
2,583.0,2.0,0.03417,0.00904,0.67746,0.00468
3,583.0,3.0,0.06003,0.03045,0.25745,0.06494
4,583.0,4.0,0.08601,0.00446,0.68514,0.15911
5,583.0,5.0,0.06895,0.023,0.76282,0.04155
6,583.0,6.0,0.10749,0.03528,0.47444,0.10796
7,583.0,7.0,0.13306,0.02494,0.03368,0.01068
8,583.0,8.0,0.13229,0.01677,0.98844,0.00796
9,583.0,9.0,0.16658,0.05034,0.37963,0.18349
10,583.0,10.0,0.21671,0.04854,0.8184,0.03843
1,584.0,1.0,0.07035,0.00098,0.88754,0.06372
2,584.0,2.0,0.06271,0.02541,0.49235,0.00966
3,584.0,3.0,0.07638,0.02267,0.78244,0.01602
4,584.0,4.0,0.08998,0.00776,0.94226,0.04576
5,584.0,5.0,0.07614,0.00889,0.72798,0.37144
6,584.0,6.0,0.12808,0.02421,0.09917,0.00449
7,584.0,7.0,0.11566,0.01215,0.73293,0.00227
8,584.0,8.0,0.1817,0.03312,0.88493,0.04166
9,584.0,9.0,0.12602,0.05682,0.92245,0.05145
10,584.0,10.0,0.16404,0.02803,0.50002,0.02116
1,585.0,1.0,0.01375,0.0028,0.70579,0.00795
2,585.0,2.0,0.03355,0.01526,0.20917,0.26089
3,585.0,3.0,0.08467,0.03032,0.47031,0.00488
4,585.0,4.0,0.05619,0.01372,0.60559,0.00833
5,585.0,5.0,0.04914,0.02071,0.16645,0.01334
6,585.0,6.0,0.12719,0.02509,0.96222,0.01886
7,585.0,7.0,0.10235,0.03593,0.1472,0.01081
8,585.0,8.0,0.15806,0.04483,0.53068,0.03221
9,585.0,9.0,0.16219,0.04613,0.55373,0.00623
10,585.0,10.0,0.14271,0.04097,0.07446,0.01308
1,586.0,1.0,0.06377,0.01045,0.40134,0.00912
2,586.0,2.0,0.08685,0.01154,0.73267,0.16475
3,586.0,3.0,0.08389,0.01741,0.21183,0.00343
4,586.0,4.0,0.12103,0.02355,0.63132,0.0023
5,586.0,5.0,0.11721,0.0191,0.14899,0.44421
6,586.0,6.0,0.09259,0.02984,0.17336,0.01867
7,586.0,7.0,0.08646,0.03547,0.49345,0.00422
8,586.0,8.0,0.14327,0.0597,0.84581,0.00598
9,586.0,9.0,0.14028,0.03822,0.74202,0.0185
10,586.0,10.0,0.1642,0.0398,0.21782,0.01028
1,587.0,1.0,0.04828,0.02226,0.70709,0.31515
2,587.0,2.0,0.0476,0.02478,0.2898,0.2196
3,587.0,3.0,0.0653,0.01811,0.1877,0.19132
4,587.0,4.0,0.07656,0.02389,0.61131,0.00681
5,587.0,5.0,0.06599,0.02284,0.53098,0.00227
6,587.0,6.0,0.13268,0.02821,0.49088,0.01321
7,587.0,7.0,0.0973,0.03746,0.99326,0.19496
8,587.0,8.0,0.10594,0.08074,0.8406,0.48714
9,587.0,9.0,0.14825,0.03872,0.29357,0.29963
10,587.0,10.0,0.15436,0.05014,0.47437,0.00344
1,588.0,1.0,0.0185,0.01819,0.46199,0.05356
2,588.0,2.0,0.05325,0.00158,0.03486,0.03226
3,588.0,3.0,0.05375,0.00459,0.29778,0.00491
4,588.0,4.0,0.10858,0.0292,0.0707,0.02773
5,588.0,5.0,0.10143,0.01119,0.00809,0.00433
6,588.0,6.0,0.0819,0.04071,0.92348,0.01692
7,588.0,7.0,0.1785,0.03458,0.16392,0.00694
8,588.0,8.0,0.10002,0.05002,0.94491,0.00448
9,588.0,9.0,0.15407,0.05945,0.88718,0.19305
10,588.0,10.0,0.12308,0.01673,0.62625,0.421
1,589.0,1.0,0.02263,0.01607,0.0523,0.09439
2,589.0,2.0,0.04649,0.01424,0.45828,0.00791
3,589.0,3.0,0.02076,0.01534,0.65495,0.00208
4,589.0,4.0,0.02377,0.00749,0.36223,0.07408
5,589.0,5.0,0.05076,0.02396,0.79261,0.00898
6,589.0,6.0,0.13216,0.04466,0.19406,0.45708
7,589.0,7.0,0.12054,0.04831,0.78851,0.10222
8,589.0,8.0,0.10969,0.02389,0.75031,0.00365
9,589.0,9.0,0.2172,0.07342,0.32301,0.0111
10,589.0,10.0,0.17729,0.0566,0.29422,0.00985
1,590.0,1.0,0.05211,0.00286,0.07081,0.36088
2,590.0,2.0,0.04447,0.02882,0.04961,0.08835
3,590.0,3.0,0.0708,0.01114,0.26848,0.01669
4,590.0,4.0,0.0704,0.05159,0.37908,0.01568
5,590.0,5.0,0.08642,0.04525,0.11295,0.00288
6,590.0,6.0,0.05416,0.03767,0.42326,0.01038
7,590.0,7.0,0.08726,0.03392,0.54018,0.00531
8,590.0,8.0,0.1681,0.04246,0.45399,0.05512
9,590.0,9.0,0.13346,0.04121,0.09694,0.00463
